Hesap No,Müşteri No,Hesap Türü,Bakiye,Bakiye (TL),Bakiye (USD),Bakiye (EUR),Şube Kodu,Hesap Açılış Tarihi,Hesap Durumu
892,446,Vadeli Mevduat,129375.86,129375.86,7837.55,12212.81,25,2022-02-21,Aktif
893,446,Vadesiz Mevduat,120966.35,120966.35,10893.28,3753.17,28,2021-12-23,Aktif
894,447,Vadesiz Mevduat,99942.85,99942.85,6735.01,472.97,29,2024-01-13,Aktif
895,448,Vadesiz Mevduat,81542.16,81542.16,6482.03,4882.1,3,2024-07-20,Aktif
896,449,Döviz Hesabı,8128.05,8128.05,239.92,312.21,20,2024-07-25,Kapalı
897,449,Döviz Hesabı,48760.53,48760.53,5086.49,261.09,21,2021-11-20,Kapalı
898,450,Vadeli Mevduat,50536.14,50536.14,1322.07,3772.07,38,2024-09-14,Aktif
899,450,Döviz Hesabı,59533.62,59533.62,8067.65,6887.45,8,2021-10-12,Aktif
900,450,Vadesiz Mevduat,97384.55,97384.55,5075.36,8278.16,31,2022-05-19,Aktif
901,451,Döviz Hesabı,98372.11,98372.11,5399.32,771.67,11,2023-08-18,Aktif
902,451,Vadesiz Mevduat,139612.46,139612.46,12574.23,10941.59,32,2024-05-12,Aktif
903,452,Vadesiz Mevduat,66510.78,66510.78,5275.82,5356.9,31,2022-10-26,Aktif
904,452,Döviz Hesabı,126719.89,126719.89,1059.51,4481.52,3,2021-07-30,Aktif
905,452,Vadeli Mevduat,970.29,970.29,20.55,20.03,24,2021-02-17,Aktif
906,453,Vadesiz Mevduat,80027.32,80027.32,11390.87,8545.14,23,2022-09-10,Aktif
907,453,Vadeli Mevduat,100271.71,100271.71,6492.37,10084.01,28,2022-12-21,Aktif
908,453,Vadesiz Mevduat,51236.01,51236.01,2616.75,2255.89,40,2023-05-05,Aktif
909,454,Vadeli Mevduat,102703.59,102703.59,4956.88,8516.17,16,2023-03-17,Aktif
910,455,Vadeli Mevduat,23856.87,23856.87,1136.4,1241.65,24,2021-05-20,Aktif
911,455,Vadesiz Mevduat,47014.6,47014.6,3252.76,4246.03,18,2022-10-07,Aktif
912,455,Vadeli Mevduat,52394.92,52394.92,1765.13,4432.03,17,2023-08-28,Aktif
913,456,Vadeli Mevduat,115035.36,115035.36,10880.89,12152.76,40,2021-03-04,Aktif
914,456,Vadeli Mevduat,90436.43,90436.43,7151.98,3410.57,21,2023-01-04,Aktif
915,457,Vadesiz Mevduat,102783.63,102783.63,4199.16,11570.65,15,2022-01-05,Aktif
916,458,Vadesiz Mevduat,75876.6,75876.6,7961.95,206.02,18,2021-01-21,Aktif
917,459,Vadeli Mevduat,139908.92,139908.92,10848.62,15821.53,38,2022-03-15,Aktif
918,459,Vadesiz Mevduat,57193.56,57193.56,8302.31,5195.1,7,2021-02-03,Aktif
919,460,Vadeli Mevduat,117874.39,117874.39,3739.32,12331.19,27,2023-07-16,Aktif
920,460,Vadeli Mevduat,26685.78,26685.78,1823.93,722.42,16,2022-06-24,Aktif
921,460,Vadesiz Mevduat,63109.44,63109.44,3170.75,918.9,9,2024-05-11,Aktif
922,461,Vadeli Mevduat,113893.61,113893.61,2450.21,5745.58,39,2021-06-30,Aktif
923,461,Vadesiz Mevduat,16537.73,16537.73,1910.72,800.41,22,2022-05-08,Aktif
924,461,Vadesiz Mevduat,127027.95,127027.95,4155.78,5880.6,11,2021-02-01,Aktif
925,462,Vadesiz Mevduat,103573.69,103573.69,11870.79,3637.04,20,2023-10-01,Aktif
926,462,Vadesiz Mevduat,127757.96,127757.96,632.86,4401.41,15,2024-01-10,Aktif
927,463,Vadeli Mevduat,102358.53,102358.53,8174.52,5844.87,35,2024-08-23,Aktif
928,463,Vadesiz Mevduat,98386.91,98386.91,4702.9,5747.46,38,2024-06-14,Aktif
929,464,Vadesiz Mevduat,111020.02,111020.02,4303.43,11173.19,13,2022-02-23,Aktif
930,464,Döviz Hesabı,125664.97,125664.97,113.81,1525.17,25,2024-07-05,Aktif
931,465,Vadesiz Mevduat,98067.44,98067.44,12213.59,10018.09,16,2023-06-13,Aktif
932,465,Vadesiz Mevduat,103942.13,103942.13,2729.76,7552.25,40,2022-05-05,Aktif
933,466,Vadesiz Mevduat,112370.72,112370.72,16034.69,7515.28,31,2024-08-22,Aktif
934,466,Vadeli Mevduat,142213.52,142213.52,6950.62,11732.09,28,2023-05-22,Aktif
935,466,Vadeli Mevduat,15873.97,15873.97,506.48,1520.17,13,2021-08-20,Aktif
936,467,Vadeli Mevduat,24151.27,24151.27,511.65,1839.05,4,2022-02-01,Aktif
937,467,Vadesiz Mevduat,84066.36,84066.36,2106.84,8706.27,3,2022-08-27,Aktif
938,468,Vadesiz Mevduat,88768.07,88768.07,4324.57,10118.13,33,2021-09-15,Kapalı
939,469,Vadesiz Mevduat,39874.3,39874.3,2796.35,3649.51,21,2023-01-08,Aktif
940,470,Vadeli Mevduat,83341.41,83341.41,5390.11,1252.85,3,2021-10-23,Aktif
941,471,Vadesiz Mevduat,17798.29,17798.29,30.76,1377.86,35,2021-12-21,Aktif
942,472,Vadesiz Mevduat,67183.27,67183.27,6845.58,7275.23,12,2021-06-20,Aktif
943,473,Vadesiz Mevduat,109693.23,109693.23,15562.53,964.7,2,2021-06-05,Aktif
944,474,Vadeli Mevduat,66460.74,66460.74,1578.88,7220.81,36,2021-01-06,Aktif
945,474,Vadesiz Mevduat,66958.48,66958.48,1671.99,6745.88,9,2021-11-19,Aktif
946,475,Vadeli Mevduat,113295.19,113295.19,1346.93,6519.82,35,2021-08-15,Aktif
947,475,Vadesiz Mevduat,107643.22,107643.22,16008.68,10816.4,17,2023-02-21,Aktif
948,476,Vadesiz Mevduat,118035.55,118035.55,13164.4,1057.11,18,2021-07-19,Aktif
949,476,Vadesiz Mevduat,19798.75,19798.75,1918.8,165.41,32,2024-04-06,Aktif
950,477,Vadesiz Mevduat,115724.83,115724.83,12674.74,11202.61,29,2021-09-14,Kapalı
951,477,Vadeli Mevduat,112724.5,112724.5,13941.51,11636.18,27,2022-02-11,Aktif
952,477,Vadesiz Mevduat,82447.67,82447.67,10064.09,3962.94,13,2022-09-24,Aktif
953,478,Döviz Hesabı,33954.28,33954.28,138.9,1693.69,24,2021-03-01,Aktif
954,478,Döviz Hesabı,13980.31,13980.31,877.94,833.1,28,2021-04-06,Aktif
955,479,Vadeli Mevduat,91817.33,91817.33,10449.53,8647.01,21,2024-06-27,Kapalı
956,480,Vadesiz Mevduat,144387.66,144387.66,19722.11,4329.17,25,2023-08-25,Aktif
957,481,Vadesiz Mevduat,137152.21,137152.21,6989.83,2163.12,17,2022-05-25,Aktif
958,481,Vadesiz Mevduat,115548.23,115548.23,11771.56,10873.83,8,2023-03-04,Aktif
959,482,Vadeli Mevduat,147403.91,147403.91,7.01,10212.06,7,2023-12-16,Aktif
960,483,Vadesiz Mevduat,45771.01,45771.01,3599.91,4689.03,5,2021-05-30,Aktif
961,483,Vadesiz Mevduat,14375.12,14375.12,279.57,64.9,10,2023-12-19,Aktif
962,483,Döviz Hesabı,135134.63,135134.63,19112.98,12143.19,38,2022-12-17,Aktif
963,484,Vadesiz Mevduat,84579.6,84579.6,3007.92,5557.16,31,2021-03-10,Aktif
964,484,Vadeli Mevduat,16165.67,16165.67,102.52,993.42,21,2022-11-23,Aktif
965,485,Vadesiz Mevduat,15951.97,15951.97,1405.2,1881.98,14,2022-07-07,Kapalı
966,485,Vadesiz Mevduat,118696.19,118696.19,11447.74,9232.54,4,2022-07-02,Aktif
967,485,Vadesiz Mevduat,148511.09,148511.09,2718.98,3229.49,34,2022-11-11,Aktif
968,486,Vadesiz Mevduat,103975.55,103975.55,13456.79,863.79,19,2024-06-22,Aktif
969,486,Vadesiz Mevduat,86415.06,86415.06,4688.86,9532.46,1,2023-10-18,Aktif
970,486,Döviz Hesabı,62308.28,62308.28,3772.63,6476.03,26,2024-10-20,Aktif
971,487,Vadesiz Mevduat,97499.97,97499.97,21.89,3005.43,20,2024-08-07,Aktif
972,487,Vadesiz Mevduat,73500.78,73500.78,1892.39,8762.45,2,2023-11-23,Aktif
973,488,Vadesiz Mevduat,115465.03,115465.03,5792.87,4816.35,28,2022-04-12,Aktif
974,488,Döviz Hesabı,129847.86,129847.86,10822.0,6280.08,35,2021-08-01,Kapalı
975,488,Vadesiz Mevduat,124598.41,124598.41,15741.99,14129.98,17,2022-04-22,Aktif
976,489,Vadesiz Mevduat,136494.42,136494.42,18896.48,16234.99,24,2024-04-24,Aktif
977,489,Vadesiz Mevduat,147870.82,147870.82,17177.23,6621.53,28,2021-06-30,Aktif
978,490,Vadeli Mevduat,73023.48,73023.48,10140.16,1186.55,32,2022-07-29,Aktif
979,490,Vadeli Mevduat,141857.65,141857.65,4016.68,15513.68,24,2023-12-24,Aktif
980,490,Vadeli Mevduat,36374.79,36374.79,2313.75,1489.99,7,2023-09-09,Aktif
981,491,Döviz Hesabı,53781.73,53781.73,3073.65,5389.74,36,2021-02-08,Aktif
982,491,Vadeli Mevduat,60007.55,60007.55,3228.23,5486.27,34,2024-07-17,Aktif
983,491,Vadesiz Mevduat,110816.95,110816.95,2987.8,1261.6,10,2021-09-07,Aktif
984,492,Vadesiz Mevduat,124631.13,124631.13,15002.35,4996.22,28,2023-11-29,Aktif
985,492,Vadesiz Mevduat,93232.64,93232.64,8393.58,10772.29,18,2021-08-05,Aktif
986,493,Vadeli Mevduat,12216.28,12216.28,264.77,1429.53,24,2022-10-29,Aktif
987,494,Vadesiz Mevduat,82657.33,82657.33,5071.33,904.11,7,2023-03-10,Aktif
988,495,Vadesiz Mevduat,98242.54,98242.54,6244.2,7477.76,33,2022-02-18,Aktif
989,496,Döviz Hesabı,103208.54,103208.54,11308.22,61.83,13,2021-02-24,Aktif
990,496,Vadeli Mevduat,117048.22,117048.22,7475.33,13895.29,17,2022-05-08,Kapalı
991,497,Vadesiz Mevduat,74435.26,74435.26,8749.11,3948.02,11,2024-01-12,Aktif
992,497,Vadeli Mevduat,43232.36,43232.36,1324.01,5149.82,26,2023-03-05,Aktif
993,497,Döviz Hesabı,127995.53,127995.53,18968.68,11450.33,4,2023-05-14,Aktif
994,498,Vadesiz Mevduat,35033.44,35033.44,5219.35,2559.13,5,2024-05-06,Aktif
995,498,Vadesiz Mevduat,113610.77,113610.77,7634.8,3632.92,25,2021-01-07,Aktif
996,499,Vadesiz Mevduat,112841.59,112841.59,12819.75,2344.79,33,2022-06-29,Aktif
997,500,Vadesiz Mevduat,54804.11,54804.11,3785.92,962.49,34,2022-12-26,Aktif
998,501,Vadesiz Mevduat,59521.45,59521.45,7209.26,1099.43,31,2023-03-07,Aktif
999,501,Vadeli Mevduat,31848.1,31848.1,2002.4,1604.84,5,2023-05-05,Aktif
1000,501,Vadesiz Mevduat,81576.75,81576.75,3372.57,8679.73,28,2022-03-07,Aktif
1001,502,Vadesiz Mevduat,12258.96,12258.96,1431.35,1112.2,34,2023-08-25,Aktif
1002,502,Vadesiz Mevduat,80965.39,80965.39,3800.02,1573.36,38,2022-12-16,Aktif
1003,502,Döviz Hesabı,86026.37,86026.37,7566.24,1294.75,13,2022-11-17,Aktif
1004,503,Vadeli Mevduat,141358.42,141358.42,19580.99,7025.28,37,2021-03-11,Aktif
1005,503,Vadesiz Mevduat,123118.26,123118.26,9955.66,925.34,2,2024-08-21,Aktif
1006,503,Vadesiz Mevduat,48435.45,48435.45,1886.21,3973.74,12,2024-10-12,Aktif
1007,504,Vadeli Mevduat,48427.55,48427.55,3865.56,1562.07,4,2021-05-18,Aktif
1008,505,Vadeli Mevduat,67823.57,67823.57,6007.84,4956.47,30,2023-03-10,Aktif
1009,505,Vadesiz Mevduat,61404.51,61404.51,8221.87,1824.12,35,2024-07-06,Aktif
1010,505,Vadesiz Mevduat,23285.81,23285.81,3414.83,1673.19,7,2022-07-13,Aktif
1011,506,Vadeli Mevduat,118849.56,118849.56,2630.02,9103.68,26,2022-04-23,Aktif
1012,506,Vadesiz Mevduat,77160.49,77160.49,6846.76,1620.71,23,2024-04-27,Aktif
1013,507,Vadeli Mevduat,44089.95,44089.95,3628.95,2218.72,7,2023-01-06,Aktif
1014,508,Vadeli Mevduat,149785.27,149785.27,2504.21,16802.68,32,2023-03-25,Aktif
1015,508,Vadesiz Mevduat,61473.06,61473.06,6577.21,235.05,12,2021-03-10,Aktif
1016,508,Vadesiz Mevduat,143413.57,143413.57,7134.96,2989.93,5,2021-10-26,Aktif
1017,509,Vadeli Mevduat,54848.15,54848.15,1357.47,3271.92,24,2024-01-11,Aktif
1018,510,Vadeli Mevduat,63154.34,63154.34,8224.57,2086.08,39,2024-07-14,Aktif
1019,511,Vadesiz Mevduat,143076.62,143076.62,705.11,9412.33,36,2024-03-17,Aktif
1020,512,Vadeli Mevduat,21692.71,21692.71,2142.12,1525.15,40,2021-09-24,Aktif
1021,512,Döviz Hesabı,131345.12,131345.12,18049.97,12535.09,25,2022-01-31,Aktif
1022,513,Vadeli Mevduat,95274.01,95274.01,11114.95,9969.73,35,2021-06-01,Kapalı
1023,513,Vadesiz Mevduat,53359.65,53359.65,446.62,2263.62,9,2023-06-16,Aktif
1024,513,Vadesiz Mevduat,68184.51,68184.51,3154.75,5312.5,20,2024-01-24,Aktif
1025,514,Vadesiz Mevduat,47739.08,47739.08,1341.81,1918.18,38,2024-03-28,Aktif
1026,514,Döviz Hesabı,130566.76,130566.76,16092.19,12049.76,12,2022-02-16,Aktif
1027,514,Vadesiz Mevduat,104577.15,104577.15,7222.81,1441.95,38,2023-10-16,Aktif
1028,515,Vadesiz Mevduat,122370.71,122370.71,11279.3,7173.23,2,2023-10-13,Aktif
1029,516,Vadesiz Mevduat,144636.58,144636.58,15062.94,11509.91,6,2023-08-30,Aktif
1030,516,Vadesiz Mevduat,71030.04,71030.04,3190.42,3415.52,7,2022-09-14,Aktif
1031,517,Vadeli Mevduat,31901.72,31901.72,4701.96,2559.75,31,2023-07-02,Aktif
1032,517,Vadesiz Mevduat,98868.07,98868.07,11189.6,10800.89,1,2023-10-29,Aktif
1033,518,Vadesiz Mevduat,44638.59,44638.59,5496.76,5168.94,3,2021-08-08,Aktif
1034,519,Vadesiz Mevduat,37029.77,37029.77,888.31,109.69,32,2022-01-01,Aktif
1035,519,Vadeli Mevduat,112324.6,112324.6,3298.75,8784.65,5,2021-06-13,Aktif
1036,520,Vadeli Mevduat,64120.75,64120.75,4091.52,3599.92,35,2024-01-29,Aktif
1037,521,Vadesiz Mevduat,148127.52,148127.52,11127.14,16307.4,36,2023-12-03,Aktif
1038,521,Vadesiz Mevduat,76004.2,76004.2,5856.45,5909.91,1,2024-04-21,Aktif
1039,521,Vadesiz Mevduat,133482.43,133482.43,16933.37,13996.02,24,2024-02-11,Aktif
1040,522,Vadeli Mevduat,146831.81,146831.81,20421.77,5369.19,21,2022-02-02,Kapalı
1041,522,Vadesiz Mevduat,97712.06,97712.06,5189.63,9678.61,29,2023-01-22,Aktif
1042,522,Vadeli Mevduat,118718.74,118718.74,13197.03,13601.19,15,2024-03-17,Aktif
1043,523,Döviz Hesabı,82022.12,82022.12,3459.15,5180.46,11,2023-10-11,Aktif
1044,523,Vadeli Mevduat,122943.07,122943.07,12580.03,1531.01,34,2021-06-09,Aktif
1045,523,Vadeli Mevduat,55369.49,55369.49,565.52,3532.86,19,2023-07-30,Aktif
1046,524,Vadesiz Mevduat,30490.92,30490.92,2737.59,814.61,15,2023-10-07,Aktif
1047,524,Vadesiz Mevduat,61179.28,61179.28,546.73,2514.05,5,2024-09-28,Aktif
1048,524,Vadesiz Mevduat,48085.28,48085.28,6033.35,1210.96,2,2023-08-29,Aktif
1049,525,Vadeli Mevduat,22787.0,22787.0,3243.48,2587.33,23,2021-03-30,Aktif
1050,525,Döviz Hesabı,38345.35,38345.35,2319.02,124.55,28,2023-03-05,Aktif
1051,526,Döviz Hesabı,145703.3,145703.3,10353.07,2259.43,13,2024-09-09,Aktif
1052,526,Vadesiz Mevduat,101219.76,101219.76,10133.55,9038.68,17,2023-06-03,Aktif
1053,526,Döviz Hesabı,22110.01,22110.01,262.99,2288.7,6,2024-04-26,Kapalı
1054,527,Vadesiz Mevduat,140239.08,140239.08,3532.53,15184.2,7,2023-03-14,Aktif
1055,527,Vadesiz Mevduat,96055.39,96055.39,1347.53,3799.46,15,2023-12-04,Aktif
1056,528,Vadeli Mevduat,140383.94,140383.94,3952.51,679.84,3,2022-05-06,Kapalı
1057,529,Vadesiz Mevduat,34998.2,34998.2,3465.97,2476.08,21,2022-07-20,Aktif
1058,529,Vadesiz Mevduat,75486.97,75486.97,10050.7,79.04,11,2024-10-15,Aktif
1059,529,Vadeli Mevduat,62790.05,62790.05,7168.79,605.25,31,2023-03-05,Aktif
1060,530,Döviz Hesabı,59622.32,59622.32,312.44,5443.14,9,2022-11-24,Aktif
1061,531,Döviz Hesabı,16168.91,16168.91,826.8,508.94,27,2021-11-27,Aktif
1062,531,Döviz Hesabı,118860.82,118860.82,9414.66,1704.59,24,2021-11-19,Aktif
1063,531,Vadesiz Mevduat,105076.65,105076.65,5568.96,9287.13,1,2023-08-10,Aktif
1064,532,Vadeli Mevduat,92895.73,92895.73,1448.33,417.57,29,2022-12-29,Kapalı
1065,532,Vadesiz Mevduat,50924.85,50924.85,1300.52,4449.46,32,2021-08-23,Aktif
1066,532,Vadeli Mevduat,130632.62,130632.62,4490.25,4270.42,16,2023-09-13,Aktif
1067,533,Vadesiz Mevduat,142717.51,142717.51,10839.33,8451.7,27,2021-11-20,Aktif
1068,534,Vadeli Mevduat,53609.36,53609.36,6273.91,4399.12,22,2023-10-08,Aktif
1069,535,Vadeli Mevduat,84003.44,84003.44,11578.22,2773.32,8,2023-11-19,Aktif
1070,535,Döviz Hesabı,73302.71,73302.71,9281.23,1609.03,3,2024-07-31,Aktif
1071,535,Vadesiz Mevduat,42940.15,42940.15,3898.52,2580.87,10,2023-08-04,Aktif
1072,536,Vadesiz Mevduat,14779.29,14779.29,1892.24,1768.65,23,2021-01-31,Aktif
1073,536,Döviz Hesabı,115497.44,115497.44,12824.01,1369.85,35,2024-05-09,Aktif
1074,537,Döviz Hesabı,102183.74,102183.74,11580.67,7553.84,24,2022-04-12,Aktif
1075,537,Döviz Hesabı,27128.31,27128.31,2802.89,3246.11,20,2024-07-28,Aktif
1076,537,Vadesiz Mevduat,125530.07,125530.07,17273.27,6625.29,4,2022-01-27,Kapalı
1077,538,Vadesiz Mevduat,74672.46,74672.46,628.53,4903.42,18,2022-09-24,Aktif
1078,538,Vadesiz Mevduat,87358.26,87358.26,1671.12,2686.86,33,2021-10-12,Kapalı
1079,539,Vadeli Mevduat,49551.96,49551.96,319.11,819.75,25,2022-07-30,Aktif
1080,540,Vadesiz Mevduat,92762.79,92762.79,13780.56,1509.02,15,2023-10-07,Aktif
1081,540,Vadeli Mevduat,5585.47,5585.47,427.33,171.85,6,2021-10-16,Aktif
1082,540,Vadeli Mevduat,16798.96,16798.96,637.76,1819.82,36,2024-01-09,Aktif
1083,541,Vadesiz Mevduat,125806.31,125806.31,13296.14,833.5,24,2021-01-15,Aktif
1084,541,Vadesiz Mevduat,21951.33,21951.33,3119.67,1673.79,22,2022-06-14,Aktif
1085,541,Vadesiz Mevduat,69040.43,69040.43,7633.92,6568.54,29,2023-02-24,Aktif
1086,542,Vadeli Mevduat,135474.65,135474.65,17959.21,10016.33,8,2021-03-21,Aktif
1087,542,Vadesiz Mevduat,132888.89,132888.89,3871.78,3618.66,11,2024-07-01,Aktif
1088,542,Vadesiz Mevduat,108350.59,108350.59,14849.76,7966.95,39,2022-05-20,Aktif
1089,543,Vadesiz Mevduat,149975.65,149975.65,4703.68,10143.75,26,2021-11-09,Aktif
1090,543,Vadeli Mevduat,98818.26,98818.26,10050.4,6208.55,8,2024-01-01,Aktif
1091,544,Vadeli Mevduat,48912.77,48912.77,4574.64,5662.81,33,2022-01-24,Aktif
1092,544,Vadesiz Mevduat,116317.21,116317.21,6420.4,12501.36,31,2021-10-21,Aktif
1093,544,Vadesiz Mevduat,95897.54,95897.54,6376.46,7980.6,1,2021-08-22,Aktif
1094,545,Vadesiz Mevduat,32232.84,32232.84,2008.81,1133.67,30,2022-02-14,Aktif
1095,545,Vadesiz Mevduat,131680.44,131680.44,9222.41,4711.65,7,2022-04-01,Aktif
1096,546,Döviz Hesabı,107556.9,107556.9,8070.36,11169.09,30,2024-05-20,Aktif
1097,546,Vadesiz Mevduat,40045.63,40045.63,5836.87,2085.21,7,2021-11-06,Aktif
1098,546,Vadesiz Mevduat,1343.61,1343.61,108.65,88.94,31,2021-01-06,Aktif
1099,547,Vadeli Mevduat,86415.11,86415.11,7743.98,520.62,39,2024-02-20,Aktif
1100,547,Döviz Hesabı,54143.16,54143.16,7966.91,5755.96,4,2023-03-26,Aktif
1101,548,Vadesiz Mevduat,103402.57,103402.57,13552.88,850.75,15,2022-02-03,Aktif
1102,549,Vadeli Mevduat,79925.62,79925.62,11501.09,6830.04,36,2021-02-08,Aktif
1103,550,Vadesiz Mevduat,86323.46,86323.46,10854.09,9266.46,31,2023-08-29,Kapalı
1104,550,Döviz Hesabı,104561.32,104561.32,1696.34,8591.23,7,2023-05-20,Aktif
1105,550,Vadesiz Mevduat,5075.97,5075.97,10.3,61.08,31,2022-05-08,Aktif
1106,551,Vadesiz Mevduat,75746.55,75746.55,7894.01,6676.6,33,2024-06-30,Aktif
1107,552,Vadesiz Mevduat,136262.61,136262.61,122.61,13265.23,2,2024-03-11,Aktif
1108,552,Vadesiz Mevduat,38220.34,38220.34,1595.9,2901.23,26,2022-10-04,Kapalı
1109,553,Döviz Hesabı,84835.73,84835.73,10381.17,5268.86,16,2023-08-01,Aktif
1110,554,Vadesiz Mevduat,78410.03,78410.03,4473.32,4874.47,13,2023-02-26,Aktif
1111,554,Vadesiz Mevduat,52423.15,52423.15,1921.34,6217.74,11,2023-10-03,Aktif
1112,555,Vadesiz Mevduat,60538.63,60538.63,3496.82,2419.15,39,2023-09-04,Aktif
1113,555,Vadeli Mevduat,62053.99,62053.99,6990.17,255.18,28,2021-05-09,Aktif
1114,555,Vadeli Mevduat,82589.9,82589.9,11302.52,1253.21,32,2022-09-01,Aktif
1115,556,Vadeli Mevduat,59122.45,59122.45,5606.7,688.24,21,2024-10-29,Aktif
1116,556,Döviz Hesabı,98234.77,98234.77,3658.18,2174.86,24,2024-05-02,Kapalı
1117,557,Vadeli Mevduat,78911.3,78911.3,4673.6,8027.64,21,2022-06-15,Aktif
1118,557,Vadesiz Mevduat,122678.96,122678.96,5913.91,2666.63,22,2022-05-30,Aktif
1119,557,Vadesiz Mevduat,85551.01,85551.01,21.44,29.12,24,2022-10-31,Kapalı
1120,558,Vadesiz Mevduat,55012.6,55012.6,7894.85,2852.24,35,2021-08-04,Aktif
1121,558,Vadesiz Mevduat,60476.61,60476.61,2246.33,1486.88,12,2022-01-22,Aktif
1122,559,Vadesiz Mevduat,129219.42,129219.42,18820.34,11527.69,19,2023-12-24,Aktif
1123,560,Vadeli Mevduat,6286.62,6286.62,837.26,74.59,23,2024-08-30,Aktif
1124,560,Vadesiz Mevduat,147371.76,147371.76,16151.3,13614.57,3,2023-11-09,Aktif
1125,561,Vadesiz Mevduat,127963.1,127963.1,3954.36,9081.09,1,2022-10-28,Kapalı
1126,562,Vadesiz Mevduat,78488.65,78488.65,9949.59,6374.79,4,2024-03-13,Aktif
1127,562,Vadesiz Mevduat,63098.17,63098.17,9240.0,6847.7,22,2021-09-29,Aktif
1128,562,Vadesiz Mevduat,122595.34,122595.34,17562.16,5729.83,12,2024-04-12,Aktif
1129,563,Vadesiz Mevduat,108715.09,108715.09,8717.69,3578.46,28,2021-02-10,Aktif
1130,564,Vadeli Mevduat,128563.87,128563.87,17738.09,2191.75,24,2023-05-18,Aktif
1131,564,Vadesiz Mevduat,87369.32,87369.32,6694.87,2320.79,29,2021-12-04,Aktif
1132,565,Vadesiz Mevduat,132324.23,132324.23,9508.47,3230.64,18,2023-01-14,Aktif
1133,565,Vadesiz Mevduat,14666.54,14666.54,1475.79,1160.54,15,2023-08-18,Aktif
1134,566,Vadesiz Mevduat,91586.24,91586.24,12046.06,1298.22,39,2023-05-28,Aktif
1135,566,Vadesiz Mevduat,145068.33,145068.33,8131.21,5031.05,40,2024-09-11,Aktif
1136,566,Döviz Hesabı,2182.85,2182.85,54.47,217.08,29,2023-01-18,Aktif
1137,567,Vadesiz Mevduat,45557.63,45557.63,1746.0,1760.54,5,2022-07-07,Aktif
1138,568,Vadeli Mevduat,116249.12,116249.12,8109.85,11746.03,21,2023-05-09,Aktif
1139,569,Vadesiz Mevduat,58494.15,58494.15,6722.69,6514.33,11,2023-06-21,Aktif
1140,569,Vadesiz Mevduat,118652.56,118652.56,6508.3,11277.72,10,2021-11-25,Aktif
1141,570,Vadeli Mevduat,37773.01,37773.01,3233.37,1025.61,15,2023-12-22,Aktif
1142,570,Vadesiz Mevduat,52796.65,52796.65,3146.8,1729.78,33,2021-01-12,Aktif
1143,571,Vadeli Mevduat,5836.46,5836.46,201.37,548.3,8,2021-09-30,Aktif
1144,571,Vadesiz Mevduat,147464.87,147464.87,12476.79,13791.98,33,2023-12-11,Aktif
1145,572,Vadesiz Mevduat,30884.76,30884.76,2046.19,1874.26,35,2023-08-15,Aktif
1146,572,Vadeli Mevduat,85018.39,85018.39,3042.86,4677.57,18,2022-10-01,Kapalı
1147,573,Vadesiz Mevduat,13387.1,13387.1,450.12,1470.0,9,2022-08-21,Aktif
1148,574,Vadeli Mevduat,84414.98,84414.98,5435.65,9734.99,35,2021-12-14,Aktif
1149,574,Vadesiz Mevduat,54314.65,54314.65,3636.25,3646.2,31,2023-04-19,Aktif
1150,574,Döviz Hesabı,4953.04,4953.04,415.29,438.12,20,2024-03-22,Aktif
1151,575,Vadesiz Mevduat,70028.05,70028.05,4897.05,1827.88,17,2023-12-19,Aktif
1152,575,Vadeli Mevduat,119998.82,119998.82,11287.59,4561.08,34,2024-08-09,Aktif
1153,576,Vadeli Mevduat,50828.94,50828.94,6566.76,2145.09,27,2024-02-11,Aktif
1154,576,Vadesiz Mevduat,105243.24,105243.24,2151.96,4437.23,1,2024-03-25,Aktif
1155,577,Vadesiz Mevduat,103084.7,103084.7,14774.34,4907.14,16,2021-10-18,Aktif
1156,578,Vadeli Mevduat,18993.22,18993.22,588.8,179.98,15,2023-07-06,Aktif
1157,578,Vadesiz Mevduat,121749.89,121749.89,8263.55,12860.24,25,2023-12-02,Aktif
1158,578,Vadeli Mevduat,69169.27,69169.27,8748.69,2471.04,33,2021-08-09,Kapalı
1159,579,Vadesiz Mevduat,123371.8,123371.8,16483.86,11639.02,2,2021-05-19,Aktif
1160,580,Vadesiz Mevduat,33741.78,33741.78,3889.59,1308.45,18,2023-05-23,Aktif
1161,581,Vadeli Mevduat,85534.15,85534.15,6001.23,4432.69,6,2024-08-05,Aktif
1162,582,Vadeli Mevduat,59098.17,59098.17,4832.07,6827.74,18,2022-11-25,Aktif
1163,582,Vadesiz Mevduat,110209.6,110209.6,1688.42,11722.57,13,2022-03-23,Kapalı
1164,582,Döviz Hesabı,529.47,529.47,75.81,44.38,32,2022-06-15,Aktif
1165,583,Vadeli Mevduat,29810.9,29810.9,3877.14,2259.45,16,2024-04-14,Kapalı
1166,584,Vadesiz Mevduat,100559.84,100559.84,10126.88,7764.61,40,2024-01-17,Aktif
1167,584,Vadesiz Mevduat,44908.66,44908.66,223.14,3410.81,6,2024-06-30,Aktif
1168,585,Vadesiz Mevduat,3361.57,3361.57,315.51,132.25,34,2021-06-10,Aktif
1169,585,Vadesiz Mevduat,37520.28,37520.28,538.81,1365.2,17,2023-06-16,Aktif
1170,585,Döviz Hesabı,84903.59,84903.59,11360.08,500.18,15,2022-12-10,Kapalı
